Group Starts,Avg - Delay (Peace Arch)
2019-02-24 00:00:00,0.0
2019-02-24 01:00:00,0.0
2019-02-24 02:00:00,0.0
2019-02-24 03:00:00,0.0
2019-02-24 04:00:00,0.0
2019-02-24 05:00:00,0.0
2019-02-24 06:00:00,0.0
2019-02-24 07:00:00,0.0
2019-02-24 08:00:00,0.1
2019-02-24 09:00:00,3.6
2019-02-24 10:00:00,19.7
2019-02-24 11:00:00,32.8
2019-02-24 12:00:00,43.3
2019-02-24 13:00:00,48.4
2019-02-24 14:00:00,51.4
2019-02-24 15:00:00,48.2
2019-02-24 16:00:00,38.4
2019-02-24 17:00:00,14.3
2019-02-24 18:00:00,1.3
2019-02-24 19:00:00,0.7
2019-02-24 20:00:00,0.7
2019-02-24 21:00:00,0.6
2019-02-24 22:00:00,0.5
2019-02-24 23:00:00,0.0
