Group Starts,Avg - Delay (Peace Arch)
2019-06-28 00:00:00,0.3
2019-06-28 01:00:00,0.0
2019-06-28 02:00:00,0.0
2019-06-28 03:00:00,0.0
2019-06-28 04:00:00,0.0
2019-06-28 05:00:00,0.7
2019-06-28 06:00:00,3.3
2019-06-28 07:00:00,3.7
2019-06-28 08:00:00,5.9
2019-06-28 09:00:00,19.3
2019-06-28 10:00:00,28.8
2019-06-28 11:00:00,41.0
2019-06-28 12:00:00,32.1
2019-06-28 13:00:00,34.6
2019-06-28 14:00:00,42.4
2019-06-28 15:00:00,46.5
2019-06-28 16:00:00,49.1
2019-06-28 17:00:00,43.3
2019-06-28 18:00:00,48.4
2019-06-28 19:00:00,31.4
2019-06-28 20:00:00,31.5
2019-06-28 21:00:00,6.2
2019-06-28 22:00:00,1.1
2019-06-28 23:00:00,1.9
